Sci/Tech| Britain proposed new laws on Tuesday to stop increasingly militant animal rights campaigners from harassing scientists involved in medical experiments.
Sports|"The early, brutal assessments are in, and the US Ryder Cup team #39;s historic loss to Europe at Oakland Hills is being compared to the US Olympic basketball Dream Team #39;s flop in Greece."
Sports|I am expecting the Red Sox to beat the Cardinals. The Red Sox are an unbelievable team determined to achieve their goal of winning the World Series.
Sports|World Cup-winning fly-half Jonny Wilkinson has no doubt former England coach Sir Clive Woodward will succeed in pursuing a new challenge in football.
World|Viewers watched the live television broadcast in horror: Plainclothes policemen begged for their lives before a mob accusing them of being child kidnappers burned two of them to death in front of cameras.
Sports|"Tyler Hamilton, the Olympic time-trial champion, faces the possible loss of his gold medal depending on the outcome of a second sample analysis after confirmation yesterday that he had failed a test intended to detect the use of blood transfusions to "
World|"John Kerry has lurched from course to course during his presidential campaign, periodically switching drivers and roadmaps -- and messages -- as he reacts to more and more information and advice."
Business|"Citigroup Inc. (CN: Quote, Profile, Research) the world #39;s largest financial services company, said on Tuesday it will acquire First American Bank in the quickly-growing Texas market."
Sports|"Named as the starter last month by Jon Gruden, Griese continued his outstanding play, throwing for 296 yards and two touchdowns to lead the Tampa Bay Buccaneers to a 34-31 victory over the Kansas City Chiefs in an interconference game."
Sci/Tech|Comcast Corp. and Time Warner Inc. are planning a joint bid for Adelphia Communications Corp. as part of a deal that could lead to a broad realignment of interests in the cable industry and increase Comcast's already dominant presence in the mid-Atlantic region.
Business|Judging by yesterday #39;s trading action in shares of sporting goods and apparel company Russell (NYSE: RML) -- the shares were about flat on volume not terribly different than its recent 
Sci/Tech|" The Florida Keys, already dealing with invasive exotics from melaleuca to iguanas, have added another to the list of unwanted newcomers: the African Gambian pouch rat."
Sci/Tech|"PalmOne #39;s long-awaited update to the Treo 600 will come with a new processor, sharper display and flash memory, as the company continues to improve its flagship product."
World|"A US security official, assigned to the US Embassy in Baghdad, was killed on Sunday by a mortar attack on a US Army base near Baghdad International Airport, US Secretary of State Colin Powell said."
Sci/Tech|"Natalia Rudiak of Carrick could not figure out why her trusted laptop was acting sluggish and sometimes unresponsive. Then it crashed, and she was forced to find "
Business|  The International Monetary Fund on Wednesday raised its outlook for Russia #39;s economy but warned Moscow to resist spending the extra oil revenues it has received as a result of record energy prices.
World|" With victory all but a formality in Afghanistan's historic presidential election, Hamid Karzai waited on Tuesday for the final votes to be counted to confirm his win."
Business|" Communications chip maker Agere  Systems Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AGRa.N target=/stocks/quickinfo/fullquote""&gt;AGRa.N&lt;/A&gt; on Wednesday said it will cut 500 jobs  and sell or close a plant in Florida that employs 600 people in  order to reduce costs amid slowing sales."
World|" Two men charged with murder and conspiracy in the Air India bombings, the world's most lethal terror strike prior to September 11, 2001, will wait until March to hear a verdict, a judge said."
Sci/Tech|"Gateway computers will be more widely available at Office Depot, in the PC maker #39;s latest move to broaden distribution at retail stores since acquiring rival eMachines this year. "
Business|"United Airlines has begun reaching out to potential lenders for financing to leave bankruptcy, the company said on Friday. The UAL Corp."
World|" Egypt's official news agency said  Tuesday significant progress had been made in international  efforts to end Israeli Palestinian violence, but both sides to  the conflict termed talk of a deal premature."
Sci/Tech|" Have you ever gone online to get driving directions, only to leave the printout behind? Have you made movie plans, but forgot to jot down the show times? Or do you simply need an easy way to feed phone numbers to your cell phone?"
World|" GAZA, Gaza Strip (Reuters) - An Israeli helicopter fired  three missiles at an unknown target in a Gaza refugee camp  Wednesday, Palestinian witnesses said, one day after militants  killed 16 Israelis in bus bombings in southern Israel."
Sports|"If legend is to be believed, the end of a victorious war was behind Pheidippides #39; trek from Marathon to Athens 2,500 years ago."
Sci/Tech|"Tech stocks were mixed for the holiday week, with analyst revisions moving key sector players. Intel (nasdaq: INTC - news - people ) shares fell tumbled Tuesday after Credit Suisse First Boston lowered the "
Sports|How can the golfing fraternity not be excited over the PGA Tour's return to the TPC of Boston over Labor Day weekend next year? Not after this year's tournament caused such drama when Vijay Singh shot a 16-under-par 268 for a 3-shot victory over Tiger Woods and Adam Scott to take the World No. 1 ranking away from Woods who ...
Business|"The pound tumbled to a nine-month low against the euro yesterday after the publication of October #39;s minutes of the monetary policy committee showed there had been no discussion of a possible rate increase, fuelling speculation that interest rates have "
World|"Botswana #39;s President Festus Mogae #39;s ruling party won a landslide victory in the country #39;s general elections during the weekends, and took well over two thirds of the 57 "
Sports|"  Barry Bonds #39; 700th home run ball brought a top bid of  $804,129 Wednesday after a 10 day online auction. The ball had received 240 offers by the time Overstock."
World| European Union finance ministers gave a cold shoulder Saturday to France's contentious proposal to cut off development funds for EU newcomers unless they agree to stop luring Western companies  #151; and jobs  #151; with low tax rates.
Business|"Putting aside efforts to control the federal deficit before the elections, Republican and Democratic leaders agreed in principle on Wednesday to extend \$150 billion "
World|The first Rwandan peacekeeping troops have been airlifted into the Sudanese region of Darfur aboard two US transport planes. Sixty-five Rwandan officers and soldiers arrived with their supplies.
Sports|"The six men are co-workers and friends, and they are passionate about football. On Saturday and Sunday mornings, they rendezvous and ride together to spend the day at football games."
Sci/Tech|"Telephone surveys are the meat and potatoes of political polling groups. But as more Americans switch from land lines to cell phones, a growing segment of the population may be left out of the equation. By Daniel Terdiman."
Sci/Tech|"Nintendo Co. said it is boosting holiday shipments of its new Nintendo DS dual-screen hand-held gaming device to 1.4 million in North America, from the previously announced 1 million, to help alleviate shortages and meet consumer demand for the device."
Business|"BellSouth's approach to business has been stable, disciplined, anything but flashy. But now the company is slowly shedding its conservative approach."
Sci/Tech|  Computer companies have been trying for several years to convince consumers that their next PC should also be their hub for home entertainment.
World|" A series of strong explosions shook central Baghdad near dawn Sunday, and columns of thick black smoke rose from the Green Zone where U.S. and Iraqi government offices are located..."
Sci/Tech| Scientists and wildlife officials continued to search Tuesday for what may have caused a series of mass strandings which left 168 whales and dolphins dead on Australian and New Zealand beaches in the past three days.
Sci/Tech| AT T Wireless and  Cingular Wireless say they have resolved the issues relating to Cingular's use of the AT T brand name once Cingular's acquisition of its former rival is complete. The agreement also includes a provision for the purchase of AT T network services.
Sci/Tech|"It #39;s hard to have sympathy for RealNetworks (Quote, Chart), and believe me, as a paying customer, I #39;m really trying. The company is spending -- and losing -- a lot of money to spruce up its image with consumers."
Sports| Tampa Bay Buccaneers coach Jon Gruden returned to Network Associates Coliseum on Sunday. The stadium is the place he first became a coach.
Sci/Tech|Links to this week's topics from search engine forums across the web: Local Search Marketing: A Huge Untapped Market - Research: Do Keywords In URL Influence Your Rank? - Make All Your Keywords Plural? - How Do PPC Campaigns And SEO Compliment Each Other - World Without Search Engines - Does Adwords Have a Limit On the Number of Ads? - New AdWords Classifications Coming
Sci/Tech|" A computer hacker accessed names  and Social Security numbers of about 1.4 million Californians  after breaking into a University of California, Berkeley,  computer system in perhaps the worst attack of its kind ever  suffered by the school, officials said on Tuesday."
Sports|Bobby Crosby was confident he could get the job done as he approached the plate with the bases loaded in the bottom of the ninth inning on Monday night.
Sports|"Kieren Fallon can now look forward to a Christmas of giggling children, mince pies and roaring log fires following the announcement that the Jockey Club have abandoned their inquiry into "
Business|" KarstadtQuelle, Europe's leading department store operator, said it planned to sell  quot;as quickly as possible quot; 77 of its 181 department stores around the country as part of a massive restructuring programme aimed at pulling it out of its current financial crisis."
Sci/Tech|" Intel Corp. has made new investments in five companies developing technologies that play into the chip maker's vision of a merged personal computer and consumer electronics industry, something Intel calls the digital home."
Sports|" Roger Clemens, at 42, became the  oldest Cy Young winner in Major League history on Tuesday,  claiming the award for a record seventh time."
Sci/Tech|" PayPal (Nasdaq: PYPL) says it has recovered from the software glitches that disrupted the online payment service starting Friday, October 8th."
Sports|"It should have been the perfect cap to another precious win for Corey Dillon. For the first time in his three games as a Patriot, Dillon "
Business|"Russian President Vladimir Putin said state-run companies may bid for OAO Yukos Oil Co. assets in any sale to collect back taxes, raising the prospect of further government control over the nation #39;s oil and gas industry."
World|"  For the young men in what would later come to be called the Hamburg cell, Ramzi Binalshibh was a leader."
Business|"ATI Technologies Inc., the world #39;s No. 2 maker of computer-graphics chips, said fourth-quarter profit more than doubled on surging demand for components used in digital televisions and mobile phones with color screens."
Business|"Dismayed that Target stores have banned Salvation Army bell ringers, two Ahwatukee Foothills Realtors are bringing the biggest red kettle they can find to their office today and inviting donations."
World|" Reviving a long dormant U.S.  peacemaking role, Secretary of State Colin Powell won an  Israeli pledge on Monday to allow Palestinians enough freedom  of movement to hold an election for Yasser Arafat's successor."
Business|"Consumer spending rebounded sharply July, government data showed Monday, erasing the disappointment of June and bolstering hopes that the US economy has recovered from its recent soft spot."
Sci/Tech|" In that classic movie, The Day the Earth Stood  Still, the alien ambassador Klaatu demonstrates detailed knowledge of modern  Earth history. How does he know all this, he is asked. We've been monitoring  your radio broadcasts for a good many years. That's how we learned your  languages. Lately, we've been getting your television also, he said."
World|US Ambassador John Danforth dismissed suggestions on Friday he resigned from his UN post after just five months because he bridled at orders from the Washington 
Sci/Tech|Users of Microsoft Windows XP Home Edition are scheduled to begin receiving Service Pack 2 via automatic update starting today. But delivery of the Professional Edition has been delayed at least a week while Microsoft and its users grapple ...
Sports|Sydney: New Zealand made a disastrous beginning in their tour opener against New South Wales as they were shot out for a modest 213 at the Sydney cricket ground here today.
Business|" U.S. stocks fell on Friday, hurt by a  slew of negative reports from top drug makers and oil prices  climbing by  $2 a barrel."
Business|Merck  amp; Co.'s decision to pull its widely prescribed drug Vioxx off the shelves yesterday because of a risk of stroke and heart attacks marked a new low for a pharmaceutical company that has suffered a steady decline in both market position and prestige over the last decade.
Business|"  With its stock down 26 percent this year, Texas Instruments boosted its quarterly dividend payment to 2.5 cents a share and set a  $1 billion stock repurchase plan, the chipmaker announced late Thursday."
Business|"The United States has recorded its second biggest trade deficit in history, fuelled by high oil prices and imports from China. The deficit grew six-point-nine percent in August to 54 billion US dollars...several billion more than predicted by analysts."
Sci/Tech|MAJOR Japanese computer maker Toshiba aimes to sell laptop computers that are loaded with its next generation DVD drive by next year.
Business|"Pension rules need to be changed to help women avoid poverty in old age as a mix of low pay and time out for childcare is limiting their retirement savings, the TUC says."
Sci/Tech|Indian and Russia signed Friday a Joint Declaration emphasizing strategic partnership between the two countries and taking note of the transformation in the global environment in recent years.
Business|"MARK COLVIN: After two years of legal battles, it now seems the alliance deal between Air New Zealand and Qantas is well and truly grounded."
Sci/Tech|" #147;I just received my sixth, an iPod photo, and if I loved my iPod before, I really love it now, #148; writes Bob LeVitus for the Houston Chronicle.  #147;The new iPod photo stores not only your songs, but also your digital pictures. The 2-inch color display is the best little color display I #146;ve seen, and I #146;ve heard many remarks about its clarity and rich, saturated images. Photos look amazing, and iPod photo stores and displays album art for songs which have cover art available. #148; Nov 23"
Sports|Goran Eriksson hailed David Beckham #39;s strength of character in recovering from his Euro 2004 woes as he said:  quot;Criticism only makes him stronger. quot; ...
Sports|Arsenal #39;s brawling stars will face punishment after it emerged Patrick Vieira and Lauren had a bust-up on the team bus this week.
Sports|"Even all-world runner Brian Morrissey couldn't stop this one. ISL champion Governor Dummer, which came into the NEPSAC Congleton-Stokinger championship game riding a 23-game unbeaten streak, fell to Connecticut's Brunswick Academy, 20-19, at Trinity College yesterday."
World|"LONDON: The British and Irish governments called yesterday for the immediate release of Margaret Hassan, the kidnapped director of CARE International in Iraq, with London saying the videotape showing her crying was  quot;extremely distressing quot;."
World|"MILITANTS in Iraq yesterday claimed they had kidnapped another ten people, dampening any optimism that the freeing of two Italian hostages might have marked a turning point in the hostage crisis."
Sci/Tech|"Chennai, Dec.9: An alert for a data-stealing Trojan horse programme that installs itself on computers by offering to fight spam has been sounded on the Internet, the New Scientist news service reported today."
Business|Manchester United says player transfers and a weaker performance on the pitch cut its full-year profits by nearly a third.
World|" Several people were injured in a  quot;big quot; explosion at the Marriott hotel in the Pakistani capital of Islamabad, a hotel employee told AFP."
Business|Shareholders of Belgian brewer Interbrew SA on Friday backed the planned \$11.4 billion combination of their family company with Brazil #39;s Ambev in a deal that would form the world #39;s largest brewer by volume.
Business|" Domino's Pizza Inc., the world's second largest pizza chain, Tuesday said it reduced its loss for its latest quarter as revenue increased 11 percent."
Business|"Oil giant Shell could be bracing itself for a takeover attempt, possibly from French rival Total, a  press report claims."
Business|"Yesterday Walt Disney CEO Michael Eisner was speaking about his interview with Larry King in September 1996, during which he denied any tensions in Disney boardroom giving praises to Disneys President Michael Ovitz, while in fact persuading other "
Sports|Cleveland Browns quarterback Jeff Garcia said Wednesday that he does not consider Terrell Owens an  quot;enemy of mine quot; even though the Philadelphia Eagles wide receiver repeatedly has criticized his former teammate.
Sports| Roger Federer was bundled out of the Olympic tennis tournament Tuesday by unheralded Czech Tomas Berdych. 
Business|"FRANKFURT : As the euro continued to rise against the dollar, speculation intensified over whether the European Central Bank, meeting this week to set interest rates, would feel compelled to act either by intervening directly on the forex markets or by "
Sci/Tech|" If Google releases a browser, will Microsoft do an about face and deliver a new standalone version of Internet Explorer?"
World|" Business software maker Oracle Corp.'s quarterly earnings exceeded analyst expectations, overcoming sluggish sales in a product line that the company hopes to bolster by completing a long sought takeover of rival PeopleSoft Inc.    The Redwood Shores based company said Tuesday it earned  $509 million, or 10 cents per share, during the three months ended in August, a 16 percent improvement from  $440 million, or 8 cents per share, at the same time last year..."
Sports|The Houston Astros are rising from the dead and playing the way their hierarchy and others thought they would play all season.
Business|Intercontinental Hotels plans to shed properties worth 750m (1.3bn) to help it recover from three years of falling hotel bookings.
Sci/Tech|"tordia writes  quot;Bruce Schneier has come out against a plan proposed by the Missouri Secretary of State, Matt Blunt. Blunt #39;s proposal would allow  quot;soldiers at remote duty stations or in combat areas cast their "
Sci/Tech|"Sun Microsystems (Quote, Chart) is going back to its roots with fresh eyes as a key supplier in the telecommunications marketplace."
World|"While the Cayman Islands remain under a hurricane warning, Hurricane Ivan is now moving on to a date with western Cuba.  quot;Preparations to protect life and property should be rushed to completion, quot; warned the "
World|" House Republicans sought Tuesday to quash an undying Internet rumor that the government will reinstate a military draft after the election, hoping with a vote to kill legislation that would do it, and the rumor as well.    The specter of a wartime military draft like that of the Vietnam era has lingered around the presidential campaign for the past few weeks, fueled by an e mail driven rumor mill and a campaign by Rock the Vote, a nonpartisan group that seeks to boost voting among young people..."
Sci/Tech|"In KVault Software, Veritas is getting the No. 1 maker of e-mail retrieval tools, an analyst says."
Sports|Kevin Millar and Mark Bellhorn hit two-run homers Wednesday to lift the Red Sox to a 8-6 victory over the Devil Rays.
Business|"  United Online Inc., one of the country #39;s largest Internet service providers, Monday said it agreed to buy Classmates Online Inc."
Sports|"San Francisco, CA (Sports Network) - The San Francisco Giants have scheduled a news conference prior to Tuesday night #39;s game against Houston at which time the club is expected to announce that Barry Bonds will remain under contract through the 2006 season "
Sci/Tech|Microsoft #39;s financial chief said this week that the software giant is more likely to make big acquisitions than it has been in the past.
World|The Australian government announced on Thursday a project worth 350-450 million dollars (245-315 million US dollars) to equip air force aircraft with long range missiles capable of destroying land and sea targets.
World|"WASHINGTON, Oct. 24, 2004 - US Marine jets destroyed a known enemy command and control post in Fallujah today, US military officials in Iraq reported."
Sci/Tech|"There #39;s a new CFO in town at Red Hat Inc., and while the company continues to be perceived as one of the leading Linux providers, he #39;s got his work cut out for him when it comes to restoring investor confidence."
Sports| Sweden's Fredrik Jacobson made his bid  for a last gasp Ryder Cup spot with a spectacular  seven under par 65 in the BMW International Open second round  on Friday.
Sports| Notre Dame used an unlikely hero to earn another surprising victory over Michigan. Freshman Darius Walker had two fourth quarter touchdowns and the Fighting Irish renewed hope for a turnaround season by upsetting the eighth ranked Wolverines 28 20 on Saturday.
Sci/Tech|"  From October 10 14, the ion engine of ESAs SMART 1 carried out a continuous thrust manoeuvre in a last major push that will get the spacecraft to the Moon capture point on November 13.     SMART 1, on its way to the Moon, has now covered more than 80 million kilometres..."
Business|"Lehman Brothers Holdings Inc. posted fourth-quarter profit Wednesday that trounced Wall Street forecasts due to an unexpected revival of its investment banking business, a signal that could bode well for some of its rivals."
Sci/Tech|"America Online, the largest Internet service provider, said it would stop using Microsoft #39;s Sender ID technology to filter unwanted e-mail being sent to its millions of members, and instead embrace an open-source friendly alternative."
Business|"NEW DELHI: The real reasons behind the discord between the two Ambani brothers are slowly coming to light. At the core is the agenda of a Reliance Industries board meeting that took place on July 27, 04, and "
Sports|"ATHENS, Greece  Take Mark Spitz off his back, and this Phelps kid is pretty fast.  quot;It is, quot; Michael Phelps conceded,  quot;a little bit easier to get up on the (starting) block. quot; ..."
World|" There's a new option for people who suffer from extreme nearsightedness, whose world loses its crisp edge just a few inches from their noses. The first implantable lens for nearsightedness was approved Monday by the Food and Drug Administration..."
Business|" U.S. stocks slid on Thursday, ending four days of gains as oil prices continued their march higher, but Google Inc. (GOOG.O) created a buzz as shares of the Internet search company surged on their debut."
Sports|The A #39;s fell from sole possession of first place and have five games to reassume exclusive control of the American League West.
Sci/Tech|" With its acquisition of Hollywood film studio Metro Goldwyn Mayer, Sony Corp is one step closer to its vision of linking hardware and content, and to winning the key battle for the next generation DVD."
World|" The American death toll in Iraq  topped 1,000 on Tuesday nearly 18 months after President Bush  launched the war that has become a central issue in the  November U.S. presidential elections."
Business|" Stocks drifted higher Monday, brushing aside another record high for oil prices amid hopes the impending tide of third quarter profit reports will override worries about a struggling economic recovery."
Business|US car giant Ford is expected to tell Jaguar workers on Friday that it will close the firm's historic Coventry factory
Sports|Religious leaders prayed for the Red Sox to reach baseball's promised land. The mayor appealed for divine intervention. Even comic Jim Dunn led the congregants at the Comedy Connection last night in a prayer service.
Sports|" The U.S. Davis Cup team is gearing up  for a tough final against strong Spanish opponents on an  unfavorable surface but are optimistic about beating their  hosts, said their semi final team member Mardy Fish."
Sports|" The personal trainer to baseball  slugger Barry Bonds says investigators searched his home  without showing a warrant last year and made threatening  comments to him, his girlfriend and his young son."
Sci/Tech|"Worldwide semiconductor sales will reach US\$226 billion in 2004, a 27.4 percent increase from 2003, according to the latest prediction from Gartner."
Sports|"Would you have marveled at the sight of a Stanley Cup banner, slowly rising from the ice at the St. Pete Times Forum as the defending Stanley Cup champion Tampa Bay Lightning prepared to host the Philadelphia "
World|" Canada condemned the deadly bombings of Egyptian resorts frequented by Israeli tourists, saying the attack was aimed at hurting cooperation between Egypt and Israel."
Sci/Tech|"European spacecraft Smart 1 is at the Moon #39;s gateway, the region beyond which the probe is tugged more strongly by lunar gravity than by the Earth #39;s."
Business|"Ford announced several high-level management changes yesterday, including the retirement of two stalwarts, its president Sir Nick Scheele and vice-chairman Allan Gilmour, who played "
Business|" U.S. consumer prices rose modestly  in November as energy costs that had shot up a month earlier  and fanned inflation fears posted only a small gain last month,  the Labor Department said on Friday."
World|" Lawmakers have agreed to return California's primary to its traditional date of June, ending the state's eight year experiment with a March primary."
Sci/Tech|Google's market flotation draws a step closer as the firm asks regulators to approve the paperwork.
Sports|"Eli Manning, who will start his first professional game at quarterback on Sunday, insisted he would not try to establish his legacy in three hours."
World|"Get ready for the primary with the Herald-Tribunes special news section profiling all the federal, state and local candidates in races in Tuesdays election."
Sports|"The television in Bobby Cox #39;s office was tuned to the Chicago Cubs #39; game, and the Braves manager intently watched the ninth inning."
Sci/Tech|Shareholders yesterday rejected a proposal requesting that Computer Associates' board adopt a policy of revoking executive bonuses paid based on financial results that are later revised.
Sci/Tech|" Kim Polese, the woman who coined the term ""Java,"" has found a new job. At the Web 2.0 conference hereThursday, she will unveil a startup called SpikeSource that will provide enterprise support services for open source software."
World|"The murder created a South African icon. On Sept. 12, 1998, a crowd of young men fatally beat Gugu Dlamini, 36, in her village in rural KwaZulu-Natal province after she revealed that she carried HIV."
Business|"Canada #39;s richest people are richer than ever, as the Canada #39;s 100 wealthiest people have a total net worth over 100 billion US dollars, up by about 7.2 billion US dollars from "
Sci/Tech|Ross Mayfield has an interesting take on the Lenovo/IBM deal and bringing open source to the desktop in his blog... I believe their commoditization strategy is more than hardware.
World|" India's ruling Congress party won power  in a key state on Saturday after it emerged as the largest  group in elections, the first major political test since its  victory in national polls in May."
World|" A purported Taliban militant with grenades strapped to his body detonated them on a shopping street popular with foreigners yesterday, killing himself and wounding seven others, including three NATO soldiers."
Sports|GLENN McGrath wont have to worry about the total number of his Test wickets exceeding his run tally at least for a while. Australian team-mates had teased him that his total wickets up to the first Test against 
Sports|"Defense and special teams keep Tampa Bay in it until an interception leads to the winning field goal. By RICK STROUD, Times Staff Writer."
Sports|It should have been obvious to the Giants from the first series of the game yesterday that they were going to have problems containing the Detroit Lions.
Sci/Tech|"KOROLYOV, Moscow Region, October 24 (Itar-Tass) - The crew of the ninth mission at the International Space Station (ISS) worked superbly in orbit."
Sports|"The No. 1 player takes the Chrysler lead and is in position to tie Tiger Woods for victories in a season. By BOB HARIG, Times Staff Writer."
Sci/Tech|"IBM has won a \$972 million, seven-year services contract to help move U.K. bank Lloyds TBS to a converged voice and data network that improves connectivity for more than 2,000 national branches and 4,200 ATMs."
Sci/Tech|"America Online Inc. said yesterday it is once again supporting a Microsoft Corp. plan to combat unwanted bulk e-mail by verifying senders of messages, a move that could rekindle industry adoption of a new system for attacking spam."
World|"Marxist rebels in Colombia have freed four hostages, three of whom were held captive for well over three years in the jungle. The four released hostages - two men and two women were flown to Neiva, 150 miles "
Sports|"Opening night is on the horizon, but Allan Houston is still more curiosity than fixture in any discussion of the Knicks #39; rotation, and the remodeled lineup appears ready to take its first steps without him."
Sports|"Dale Earnhardt #39;s fierce presence on the raceway earned him a name: The Intimidator. His spirit had a similar effect on those making 3, an ESPN movie about the NASCAR legend that "
World|"Britain said Thursday the Security Council should be nearly doubled in size to 24 nations, with Germany, Japan, India and Brazil becoming permanent members."
Sports|"Justin Langer #39;s most treasured piece of memorabilia is a photograph of the Hobart scoreboard on one cloudy afternoon in 2001. The archetypal Aussie scrapper, Langer is particularly "
Sci/Tech|"IBM today introduced a security service that offers a concise, monthly global-network threat report designed to help organizations assess security needs and vulnerabilities from a business perspective."
Sports|"Turkey held European champion Greece to a goalless draw Wednesday in a World Cup qualifier. The result left Ukraine and Georgia atop the group with four points each, two ahead of Turkey and three better than Greece."
World|" Rebel Shiite cleric Muqtada al Sadr declared U.S. forces can never defeat his Mahdi militia in a defiant speech read out to 2,000 supporters during the first Friday prayers since the end of a brutal three week standoff with American troops."
Business|Procter   Gamble will try to persuade a federal advisory panel to recommend approval of the first drug to increase a woman's sex drive.
World| Zimbabwe's main opposition leader Morgan Tsvangirai urged southern African countries on Tuesday to put pressure on President Robert Mugabe to conduct free and fair parliamentary elections in March.
Sci/Tech|" FRANKFURT/TOKYO (Reuters) - German compact disc and DVD  equipment company Singulus and Japan's Sony have teamed up to  develop a new technology for music and video discs, Singulus  said on Tuesday."
Sci/Tech|"Google has rolled out a new search tool called, Google Scholar. Google Scholar enables you to search specifically for scholarly literature, including peer-reviewed papers, theses, books, preprints, abstracts "
Business|" Under pressure to boost investor interest ahead of aA $30 billion share sale, Australia #39;s largest telephone company Telstra Corp."
World|The European Union #39;s arms embargo against China was the focus of nearly all the attention at Wednesday #39;s political summit in The Hague between the EU and China.
Business|"McGee Chemical LLC said Wednesday that it will stop producing titanium dioxide pigment sulfate at its Savannah, Ga., plant by the end of September, affecting a quarter of the work force there."
Business|"Bank of America Corp. has said it #39;s bringing more jobs to the New York area. But first, some existing employees apparently will be tossed overboard."
Business|Stake in Deutsche Telekom AG may be sold by Germany for 4.45 billion (\$5.5 billion) as EU faces finance deficits and seeks for the ways to resolve the problem.
Sports|" Belgium's Kim Clijsters and Australian  Lleyton Hewitt, the golden couple of tennis, will marry next  February in Australia."
Business| Royal Dutch/Shell Group said Wednesday it will spend  $45 billion US and sell up to  $12 billion worth of assets to reinvigorate its underperforming oil and natural gas business.
World|"Israeli political parties were yesterday bogged down in hard bargaining over the formation of a new coalition government to implement the plan of Ariel Sharon, prime minister, to "
World|" First lady Laura Bush said Tuesday night that her husband agonized through White House walks and somber suppers and took the United States into war against terrorism ""because he knew the safety and security of America and the world depended on it."""
Business|" IBM on Wednesday said it will  take a third quarter charge of  $320 million to settle all but  two claims of an ongoing lawsuit claiming its pension plan  discriminated against older workers, in exchange for capping  its potential liability at  $1.4 billion."
Business|" President Bush pledged Friday to work with Congress to comply with a WTO ruling in a row over payment of anti dumping duties to US companies, and said he expected the trade body to hold Europe to account over  quot;unfair quot; subsidies to "
Sci/Tech|Walking upright has long been accepted as one of the fundamental abilities that separated early human ancestors apart from their ape cousins.
World|" Haiti and Grenada need  $59 million US in humanitarian aid immediately to cope with the destruction wrought by hurricanes last month, the top UN relief official said Friday."
World|European Union foreign policy chiefJavier Solana has confirmed that he had secret meetings with the Palestinian group Hamas (Islamic Resistance Movement) in an interview with the BBC that was broadcast on Thursday.
World|"Honest, sincere and a man of integrity - the most common definition for the man whom many call an  #39;accidental politician #39;."
Sci/Tech|"  MicrosoftChief Executive Officer Steve Ballmer addressed a gathering of software industry leaders here on Wednesday, touting his company's vision for a bright future, while casting doubt on alternatives to his company's Windows operating system, in particular Linux."
Sci/Tech|"Here are some of the latest health and medical news developments, compiled by editors of HealthDay:    -----    Top Florida Court Strikes Down Tube-Feeding Law       The Florida Supreme Court on Thursday ruled unanimously that a law requiring a brain-dead woman to be connected to a feeding tube was illegal.      ""We recognize that the tragic circumstances underlying this case make it difficult to put emotions aside and focus solely on the legal issue presented,"" the court said in its ruling..."
World|"MOSUL: The bodies of six young men, all shot in the head as if executed, were discovered in the northern Iraqi city of Mosul on Tuesday, bringing the total of such corpses found to 14 in two days."
Business|" Lawyers leading a record setting sex discrimination case against Wal Mart Stores said on Tuesday they filed a lawsuit against Costco Wholesale Corp. (COST.O), claiming the company kept women out of top store management posts."
Business|"The Texas A amp;M University System named Robert D. McTeer, the president of the Federal Reserve Bank of Dallas, as its new chancellor on Thursday."
World|" quot;A male suicide bomber blew himself up in a vegetable stall, quot; Tel Aviv police chief David Tzur told reporters. There were four dead including the bomber, a police spokesman said."
World|"Mark Thatcher, arrested in South Africa last week on suspicion of financing an attempted coup in oil-rich Equatorial Guinea, was released from house arrest Friday after posting 2 million rand bail."
Business|" Levi Strauss   Co. swung to a  quarterly profit on Tuesday, citing cost cuts and a weaker  dollar as the struggling jeans maker closed out poor performing  products to focus on its Levi, Dockers and lower priced  Signature brands."
Sports| Bucky Jacobsen drove in three runs with a home run and a double to lead the Seattle Mariners past the Kansas City Royals 9 7 Saturday in the first game of a doubleheader.
Sci/Tech|"YELLOWKNIFE - The most comprehensive study of Arctic climate change ever made has some dramatic news for Canada #39;s North. The report, which will be released next week, says that the most rapid climate change on earth is happening in the Arctic."
Sports|"The National Hockey League lockout may be officially a week old, but already a considerable number of its players are finding employment elsewhere."
Business|"known French retailer turns in a strong first half. Investors, take notice."
Sci/Tech| Availability of Entellium's code could speed development of industry specific CRM products.
Sci/Tech|The management of Computer Associates (CA:NYSE - news - research) on Wednesday defeated three efforts by shareholders and corporate governance advocates to punish the company for an accounting scandal that led to the restatement of \$2 billion in revenue 
Sci/Tech|"The ammonia and crystalline ice would be destroyed in about 10 million years, quot; Jewitt says.  quot;This implies Quaoar gets recoated on that time scale or faster."
Sports|"Palermo, Italy (Sports Network) - Top-seeded and defending champion Nicolas Massu of Chile advanced, but third-seeded Spaniard Fernando Verdasco and sixth- seeded Spaniard Rafael Nadal were not as fortunate Wednesday at the clay-court Palermo "
Sci/Tech|&lt;strong&gt;Cash'n'Carrion&lt;/strong&gt; Glowring back from the dead
Sci/Tech|"Computer Associates (CA) on Monday rolled out new editions of PestPatrol, the anti-spyware technology it picked up in August when it purchased the privately-held Pennsylvania company."
Business|A Register History The tale of Oracle #39;s attempt to buy Peoplesoft is a story of Larry Ellison #39;s relentless pursuit of his target in the face of implacable hostility from the PeopleSoft board.
